id,url,title,description,config,created,type,active,user_id,publisher_id,frequency,next_run
dd5edaf6-d3b7-4399-b49a-3d47d18bbfd9,https://tanahair.indonesia.go.id/sdi/,Pemerintah Provinsi Nusa Tenggara Barat - Spasial,"","{
 ""organizations_filter_include"": [""provinsi-nusa-tenggara-barat""]
}",2021-09-08 16:52:13.711715,ckan,t,"","",WEEKLY,2022-02-16 11:42:04.034446
7426ed69-d65b-4e54-b1b5-99ffc59184f7,http://merantikab.ina-sdi.or.id/csw/,Pemerintah Kabupaten Meranti - Spasial,"","",2021-09-09 06:44:32.297699,csw,t,"","",DAILY,2022-02-15 20:12:51.972009
d5496f79-7efe-4d7d-85b2-329aa9bb83be,https://tanahair.indonesia.go.id/sdi/,Pemerintah Provinsi Kepulauan Bangka Belitung - Spasial,"","{
 ""organizations_filter_include"": [""provinsi-kepulauan-bangka-belitung""]
}",2021-09-08 12:07:11.962412,ckan,t,"","",WEEKLY,2022-02-16 11:42:04.456984
94a2474b-571a-4463-bafb-3a19b4b32ec4,http://gresikkab.ina-sdi.or.id/csw,Pemerintah Kabupaten Gresik - Spasial,"","",2021-09-08 09:41:25.146634,csw,t,"","",DAILY,2022-02-15 20:12:53.558736
e9a84462-3d33-4758-a6b7-e236dce255bd,http://siakkab.ina-sdi.or.id/csw,Pemerintah Kabupaten Siak - Spasial,"","",2021-09-08 09:23:45.077054,csw,t,"","",DAILY,2022-02-15 20:12:53.886765
8fe6c263-601f-438b-a4d4-6e510f80208b,http://sikkakab.ina-sdi.or.id/csw,Pemerintah Kabupaten Sikka - Spasial,"","",2021-09-08 09:03:16.573927,csw,t,"","",DAILY,2022-02-15 20:12:54.051068
4b03ad0d-5637-48c9-a234-4ca522440461,http://data.kalbarprov.go.id/,Pemerintah Provinsi Kalimantan Barat - CKAN,"","",2021-09-08 15:09:48.272591,ckan,t,"","",WEEKLY,2022-02-17 11:50:02.530206
58a36592-aa24-4be7-be24-86f3e26d5d63,https://tanahair.indonesia.go.id/sdi/,Pemerintah Provinsi Sulawesi Barat - Spasial,"","{
 ""organizations_filter_include"": [""provinsi-sulawesi-barat""]
}",2021-09-08 14:59:04.682246,ckan,t,"","",WEEKLY,2022-02-16 11:42:04.375407
8e76a072-7dfe-416b-9999-88a6f7db84d2,https://tanahair.indonesia.go.id/sdi/,Pemerintah Provinsi Bali - Spasial,"","{
 ""organizations_filter_include"": [""provinsi-bali""]
}",2021-09-08 11:44:48.504324,ckan,t,"","",WEEKLY,2022-02-16 11:42:04.533114
fde4c945-5e15-42b0-9226-0b6230d9fff3,https://tanahair.indonesia.go.id/sdi/,Pemerintah Provinsi Maluku Utara - Spasial,"","{
 ""organizations_filter_include"": [""provinsi-maluku-utara""]
}",2021-09-08 08:38:07.313106,ckan,t,"","",WEEKLY,2022-02-16 11:42:04.612284
